0	31	32	32	34	33	33	32
0.005	3709	3193	4488	5098	3853	4699	4099
0.01	6807	5286	9214	8053	9016	10365	8901
0.015	9423	12472	6183	11957	9782	10935	9007
0.02	13802	13419	18478	17603	12732	16363	15123
0.025	17489	16830	24932	24768	17736	21814	19311
0.03	20753	22652	24627	26563	21607	26519	17406
0.035	23273	26811	25279	28442	25805	27679	27617
0.04	22881	27007	40694	33808	32511	32816	26701
0.045	32747	30904	19474	39949	38884	37470	29612
0.05	32051	41735	48366	47628	36086	43032	37792
