0	184	154	114	133	140	141	105
0.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	891	782	NaN	NaN	NaN	NaN	NaN
2	7284	8094	11010	11768	10228	10386	9320
3	9763	11512	NaN	NaN	NaN	NaN	NaN
4	9912	12236	NaN	NaN	NaN	NaN	NaN
5	9607	12019	11365	12723	11555	11645	10738
10	7376	10242	10672	11668	10575	11203	9659
15	7317	9667	NaN	NaN	NaN	NaN	NaN
20	NaN	NaN	10331	10647	9674	9771	9007
30	8342	9960	10218	9919	8806	9126	8181
45	NaN	NaN	9791	8906	7911	8378	7794
60	7003	9065	9289	7978	7508	7436	7605
