0,0.000298641523610095,3.77260203273667e-05,2.66763248006625e-05
0.5,NaN,NaN,NaN
1,0.00151698561269419,0.000144335040982792,0.000102060286241771
2,0.0190895609512482,0.00200529379592792,0.00141795684137194
3,0.0315528273227349,0.00612231985231033,0.00432913388416166
4,0.0339915788700856,0.00862956840926254,0.00610202634090275
5,0.0326629461932063,0.00866022224886519,0.00612370187875519
10,0.023694812877866,0.00807980850236669,0.00571328738271221
15,0.0222917035950499,0.00637707992122779,0.00450927645646875
30,0.0247667081265618,0.00472336867449521,0.00333992601977968
60,0.0205002163965835,0.00531317111457888,0.00375697932472322
