0,2.42609090462451e-05,3.94799189168887e-07,2.79165183868271e-07
0.5,0.0134398351772268,0.00143050990677729,0.00101152325563676
1,0.0107250728278765,0.0010752459275918,0.000760313686843383
2,0.00720095283229116,0.00116231737126315,0.000821882495111095
3,0.00622106351261634,0.00049798097693433,0.000352125725692167
4,0.00560726002808178,0.000611918265438211,0.000432691555023268
5,0.00528709818037085,0.000646175293548,0.000456914931902999
10,0.00445308854259231,0.00118261995421314,0.000836238589190634
15,0.00391417236944978,0.000948427542885054,0.000670639547038117
30,0.00234449428829462,0.00134295109269462,0.000949609824446252
60,0.00178101434343217,0.000238959458613563,0.000168969853614316
