0,0,0,0
0.5,NaN,NaN,NaN
1,0,0,0
2,0.0225352649637819,0.00218359318627946,0.00154403354937095
3,0.0337762104460541,0.00471494380592936,0.00333396873808616
4,0.0354403354937095,0.00626502538878207,0.00443004193671369
5,0.0344452916507815,0.00650225526580996,0.00459778879146016
10,0.0268051849027831,0.00772614576774931,0.00546321006481128
15,0.0255966450629051,0.00633511603426758,0.00447960350743424
30,0.0281090354555852,0.00436179478444466,0.00308425467022493
60,0.023850552802135,0.00555872734581266,0.00393061380099123
