0,0,0,0
0.5,0.0174649572649573,0.00170672611117163,0.00120683760683761
1,0.0139717948717949,0.00150245081882885,0.00106239316239316
2,0.00844529914529915,0.00203670927572536,0.00144017094017094
3,0.0067025641025641,0.000933139205258145,0.00065982905982906
4,0.00552222222222222,0.00119785097462542,0.000847008547008547
5,0.00488632478632479,0.0012945493378646,0.000915384615384615
10,0.00312307692307692,0.00252140982146177,0.00178290598290598
15,0.00196923076923077,0.00210560685953327,0.00148888888888889
30,0.000299145299145299,0.000423055339171439,0.000299145299145299
60,0,0,0
