0,0.000236581284592612,0,0
0.5,0.0162920581799459,0.00255301135439344,0.00180525164113786
1,0.0119491569056507,0.00165558918133393,0.00117067833698031
2,0.00799691079933067,0.00126330829229879,0.00089329386021367
3,0.00652632256403656,0.00137343819386086,0.000971167460419616
4,0.00588724417556957,0.00102848585756313,0.000727249324237354
5,0.00580615265799974,0.00149084941122868,0.00105418972840777
10,0.00483820311494401,0.00125784730544447,0.000889432359377011
15,0.00467923799716823,0.00104031799574749,0.000735615909383447
30,0.00376599304929849,6.73521712032496e-05,4.76251769854551e-05
60,0.00248719268889175,0.00013197384897934,9.33196035525809e-05
