0,0.000184670322662926,0,0
0.5,0.0160927177655911,0.00252956832193377,0.00178867491391404
1,0.0117896951919398,0.00164038672998129,0.0011599285805382
2,0.00787374059431195,0.00125170796108523,0.000885091187348552
3,0.00641665603877056,0.00136082659458041,0.000962249713046805
4,0.00578344598903201,0.00101904178388063,0.000720571355694427
5,0.00570309909450325,0.00147715968318271,0.00104450962887387
10,0.00474403775028695,0.00124629711975489,0.000881265144751945
15,0.00458653233005994,0.0010307652734297,0.000728861114653743
30,0.00368167325596225,6.67337097408553e-05,4.71878586914935e-05
60,0.00241461548271904,0.00013076199881654,9.24626960846829e-05
