0,74.9,1.96920739836559,0.62271805640898
0.005,2853.33333333333,66.2862479453066,27.0612474049352
0.01,4349.9,345.950365739878,109.39911131063
0.015,6453.33333333333,166.414742936636,67.9385343118649
0.02,8066.2,500.09150273836,158.142818714955
0.025,9358.66666666667,271.494137444378,110.837017482628
0.03,10600.3,496.588148155883,157.034960721773
0.035,10887.3333333333,635.528336635485,259.453356972779
0.04,12235.4,906.117995750124,286.539669543716
0.045,13016.6666666667,271.76509464364,110.947635296016
0.05,13782.3,718.678579060208,227.266121540365
