0,32.4285714285714,0.975900072948533,0.368855556781659
0.005,4162.71428571429,647.348106839412,244.674586055079
0.01,8234.57142857143,1698.90973442213,642.127522461108
0.015,9965.57142857143,2111.18259569866,797.952017209498
0.02,15360,2195.31243030842,829.750105812128
0.025,20411.4285714286,3442.83235418857,1301.26831641
0.03,22875.2857142857,3317.12680464513,1253.75608462248
0.035,26415.1428571429,1772.13641579605,669.804606496815
0.04,30916.8571428571,5884.08444955745,2223.97487811877
0.045,32720,7085.55575331486,2678.08834627915
0.05,40955.7142857143,6018.95784762018,2274.95223094051
